Category,ProcessedText,SpeakerDialect
اطفال,المصور و الصحفي اللي طردتهم احسن ناس في الوقت هذا,Hijazi
درامي,اخويا محتاج ممرضة صاحبتي الممرضة وضحت الصورة,Hijazi
كوميدي,جروبات وسرعة اقول لك قولي بسم الله الرحمن الرحيم و كلو بلا جروبات بلا كلام فاضي,Hijazi
درامي,اقولك شيل اللي على راسك بسرعة,Khaliji
كوميدي,يعني مهما صراحة صار بالشنطة مهما صار بالشنطة ما راح اشيل ابد ابد,Najdi
درامي,انت عارف العام راشد,Najdi
درامي,فيصل,Khaliji
كوميدي,تفضل,Najdi
كوميدي,يا هناء يعني انتي بتسوي مشكلة والسلام,Najdi
كوميدي,يعني ما تدري ياسو صار لنا كم ساعة ضيوف عند الليدي هناء وللحين محاولة اغتيال وابني يصاب بريشر دايرس برد تاون,Khaliji
درامي,هلا يومه خير,Najdi
كوميدي,والله تستاهلوا,Hijazi
درامي,يبه,Najdi
درامي,عرفت,Najdi
اطفال,مو هذا اللي احنا متفقين عليه,Hijazi
درامي,امين يا رب حابة تسوين شي بوتوكس فيلر ولا انا شايف انه ما شا الله ما يحتاج لك شي,Najdi
درامي,ايوه حنقوم باشر,Egyptian
كوميدي,روحي شوفي اخوتش عتيج صادق عليه الغرفة لا اكل ولا اشرب يمه بيموت,Khaliji
درامي,ا لكن ا لكن وانا امش ما نقدر على عيشة البر مثل اول,Najdi
درامي,والدلال يحق كله لك,Najdi
اطفال,لا يغرك سمور اللي انا غبية,Hijazi
درامي,ها كيفك اليوم احسن,Hijazi
اطفال,جاهز,Najdi
اطفال,سامحوني,Hijazi
اطفال,وانا ما راح اسيب المركز لاني لازم اكون موجود فيه عشان احمي البشر منه,Khaliji
اطفال,يا عم فؤاد يا عم فؤاد هدي اعصابك وقولي لحبيبك زياد ايش اللي نسرق منك,Hijazi
كوميدي,السلام عليكم حيا الله الجار,Najdi
درامي,الحين طال عمرك بس نشرب الشاي والقهوة,Hijazi
درامي,انتو ماتسمعوش الكلام يلا قلتلك اكيد مش هي دي حركة بتحصل,Egyptian
اطفال,وعندي احساس ومشاعر ولازم احس بالناس اللي حواليا,Hijazi
كوميدي,وانا مش حلعب الا ازا اخدته ايه رايك بئى,Egyptian
كوميدي,هه سلم على ابوك سلم على ابوك يا كبير,Khaliji
كوميدي,شب,Hijazi
كوميدي,خش عالفصل,Najdi
كوميدي,خوش,Najdi
درامي,ايه انا حامدة ربي يا ابو حامد بس في ناس عايشة احسن مننا بكثير من هالعيشة اللي احنا عايشينها,Hijazi
كوميدي,سم طال عمرك,Najdi
كوميدي,ولا ابوي الله يرحمه اللي اخدت منه العمودية,Egyptian
اطفال,يعني لكل واحد فيكم مية ريال,Hijazi
درامي,احمد هلا هلا هلا هلا حياك الله هلا حبيبي,Khaliji
كوميدي,حقيقة ما ادري ما اقدر اقول شيء,Najdi
درامي,مو هي الحقيقة يا خالي ولا ايش,Hijazi
كوميدي,وما في التزام في المنهج والطريق الصحيح,Hijazi
درامي,اللي يخليهم يوصلوا المكان الدكتور عبد الرحمن سهل يوصلولنا,Egyptian
كوميدي,يا بنت يا رحمة,Najdi
كوميدي,هاهاها سمعتني ده كتير اوي حاسب الشماخ ايه ده لتحرق ال المجلح يا ابني خلاص ايوه في ايه الله يحيي يا جماعة الربع,Egyptian
درامي,اخرج انت منها و هي تبقى بخير,Egyptian
درامي,هذا ما يراودك,Egyptian
درامي,ابغاك تزوج لك حرمة كريمة مثلك,Najdi
كوميدي,الا احسن لك انت اسكتي ولاتدخلين في المواضيع هذه خلها,Khaliji
اطفال,و فاجئتنا بالي قالته وكمان والدتها متفاجئة,Najdi
درامي,والله صادق يا دخيل ولد اخته,Hijazi
كوميدي,مين يزود مين يزود احلى لوحة عندنا زرع ستة ستة ستة,Najdi
درامي,استفزيتوني ايش فيكم ليش ما تبغو تقولولى شنو مصيبة نوف و منو اللى سوا فيها كذا ومين اللى نزل روسنا كلنا الارض,Najdi
درامي,ايش الكلام هذا اللي بسمعه,Hijazi
اطفال,معليش معليش يا جدو سرحان المستر راجو مسكين ما يقصد صدقني يا جدو سرحان ما يقصد وبعدين بعدين يا بابا فرحان يعني المزرعة دي ان شاء الله مضمونة مضمونة يا بابا فرحان لانه ايراداتها هذه كلها جاية بالملايين ايوا يا بابا فرحان الله يهديك شوف شوف اتفضل شوف شوف الصور يا جدو سرحان شوف شوف شوف,Hijazi
درامي,جيبيه من البنات,Najdi
كوميدي,امم,Najdi
كوميدي,اي,Najdi
درامي,حالته المادية والمعاشية هي اللي تهمني,Khaliji
اطفال,معناه انه الرجال,Hijazi
درامي,يعني الحقيقة يعني شوف محمد مشغول وبعدين كان مسافر,Najdi
كوميدي,لا تاخذين الدوا ترى عارفك ه بسم الله,Najdi
كوميدي,ها بشر عساه صحى,Najdi
اطفال,عرفت شلون استخدم الشهادة هذه,Khaliji
كوميدي,طبيعي,Khaliji
درامي,هاا خالتي صاحية صاحية,Khaliji
درامي,انتي عزيزة لكن يا بنتي اللي ماخذن عليك,Najdi
درامي,خير يا عمي,Hijazi
كوميدي,انا عادني هنيه من اليوم ابى افتح من ها التكاسين ذيا,Najdi
اطفال,اثنين ثلاثه اربعه خمسه سته سبعه ثمانيه,Najdi
كوميدي,كلامك سليم يا مفرح لكن,Khaliji
كوميدي,هذي بدور اش بلاها بياذن العصر وللحين ما صحيت,Najdi
اطفال,خطرت في بالي فكرة عبقرية,Hijazi
كوميدي,والله يعني خمسة وثلاثين دقيقة اربعين دقيقة ما بنعرف,Najdi
كوميدي,الحين هذا وين حطه فيه هل يدري وين نحطه الحين ما تخاف ان امك تجي لمنا وش,Najdi
كوميدي,الحقيقة يا ابو فيصل انه انت عندك ولد,Khaliji
كوميدي,ما عنديش مشكلة,Egyptian
كوميدي,كل مرة اراقب فيها ادارتك للفرع ارى شخصا يهتم بادق,Khaliji
اطفال,والله مسكين,Hijazi
درامي,يا اخي وين ادور عليه,Najdi
اطفال,على ايه,Hijazi
كوميدي,والله ما ادري يا ابو سليمان صارت ذا السجون مثل المستشفيات بالواسطة يلا تلقى لك سرير شاغر,Khaliji
اطفال,ايوا هذا الضابط انت عارف انه في عصابات كثير تبى تسرقلي,Najdi
كوميدي,هذا المطعم يا حبايبي يقدم كل حاجة,Najdi
كوميدي,هلا بوليدي ما فيك شيء انت طيب انت بخير,Khaliji
اطفال,انا اقولك ايش في,Hijazi
درامي,اطمن استاذ مصطفى اطمن انا ما حتكلم باي شيء,Hijazi
اطفال,اقول لك يا عيد ايوه هات لي التليفون,Hijazi
اطفال,يا ترى فين راح,Hijazi
درامي,خالي طول عمره ما يب علينا غير الهم والمصايب,Khaliji
درامي,الله يجزاك كل خير يا ابو مرزوق,Khaliji
درامي,منيرة تحبني يا ليلى انتي ما شفتي شلون واقفة في وجه اخوها علشاني,Khaliji
اطفال,روح شوف شغلك يا سعيد,Hijazi
اطفال,ظهري اه اه ماني مصدق فريد,Hijazi
درامي,عارفة انها فلتك بس الكلام هذا ماله لزوم,Egyptian
كوميدي,و اخويا خالد نصيبهم في الاملاك و الكاش اللي موجود في مصر يضاف اليه نصيب اخويا يوسف اللي اتنازل عنه ونصيب اختي ريناد اللي ايضا تنازلت عنه,Egyptian
كوميدي,يقولك ي ي يمسك الع العمال كده كده قاعد كده و وي و يسرعهم في الشوارع وبعدين يقول لهم تعالوا تعالوا هاتوا فلوس منهم هما يقولولي يقولولي كذا ايوا,Hijazi
اطفال,لما جاتك الفرصة انك انت تساعد اهل القرية هو بتحاول تساعدهم,Hijazi
درامي,ما ادري شو اللي مزعلكم,Najdi
اطفال,اهلا اهلا اهلا بيكم,Khaliji
اطفال,روحي دحين واعطيني فرصة افكر وارد عليكي,Hijazi
كوميدي,شو اسوي انهنت طفشت تعبت منك خلاص,Najdi
اطفال,كيف كيف ماني عارف,Hijazi
درامي,الحمد لله ربنا يغنيك بالحلال يا خوي,Hijazi
درامي,اسبقهم ترى ودي فرصة العمر ما تكرر ابدا,Hijazi
كوميدي,الحين انت من زمان منسجن,Najdi
كوميدي,سحقا الى الجحيم ايها الوغد,Najdi
درامي,يا يوبا ارجوك تسمعني انا كان على منيرة مستعد نفذ لها الا تبيه واحطها في داخل عيوني الثنتين بس انت تعرف زوجها حسن ولؤمه,Najdi
كوميدي,عيب الكلام ده يا ابو دخيل انت عارف لو حد غيرك قال الكلام ده كان الضرب هيبقى للركب,Egyptian
كوميدي,ما هو بطيب,Khaliji
كوميدي,صدقني انا اتغيرت,Najdi
كوميدي,طيب,Najdi
كوميدي,ايوه خلاص خلاص يلا مع السلامة,Egyptian
درامي,خلقتك اكرهك مابي اشوفك هنا,Khaliji
كوميدي,الله يا يمه وش اجودية وبس حلها يمه,Khaliji
اطفال,يا رب تعدي هذي المشكلة على خير,Hijazi
درامي,شيء معقد حاجة ما تناسبني,Najdi
درامي,ما تقولي وش هو هالشغل اللي اخذك مني يا ولدي هاها,Najdi
اطفال,من زمان,Hijazi
اطفال,حرارتك,Najdi
درامي,انا سمعت عنك كل خير انك رجل اعمال ناجح وسبق التعامل معك,Hijazi
درامي,خلينا واقعيين,Najdi
درامي,شوفي مشاعل,Najdi
كوميدي,لا,Najdi
كوميدي,من غير ما تناقشنا في موضوع اليوم,Egyptian
درامي,اكيد افا عليك هذا كلام السنع,Najdi
كوميدي,حمار القايلة,Egyptian
كوميدي,الساعة وحدة الظهر,Najdi
كوميدي,اقول يا ابو صعفق انت ماخذ من حبوب منع الفهم,Najdi
درامي,الدوخة مشيت مشيت وانا ما انا شايف ولا شيء وقبل ما اطيح ثاني مرة واموت لحقني بن فهره اه اموت اخ,Khaliji
